Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Included / International,Price / International,Compare At Price / International,Status
maria-b-3pc-lawn-chikenkari-embroidered-shirt-with-chiffon-embroidered-dupatta-and-trouser-bic-2832,Rare- 3Pc Lawn Chikenkari Embroidered Shirt With Chiffon Embroidered Dupatta And Trouser-1219,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Lawn Chikenkari Embroidered Shirt</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Lawn Embroidered Sleevs</span></li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Chiffon Embroidered</span><span data-mce-fragment=""1""> </span>Dupatta</li>
<li data-mce-fragment=""1"">Lawn<span>  Dyed </span>Back </li>
<li data-mce-fragment=""1"">Lawn<span> Dyed </span>Trouser</li>
</ul>
<!----> This rare- 3pc lawn chikenkari embroidered shirt with chiffon embroidered dupatta and trouser-1219 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Uncategorized,cloth,"3PC, AND, CHIFFON, CHIKENKARI, Designer Picks, DUPATTA, EMBROIDERED, LAWN, RARE-, Seasonal Favorites, SHIRT, Summer New Arrival, TROUSER-1219, WITH",true,Title,Default Title,,,,,,,,,0.0,,-3,deny,manual,4199.00,8000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/ydsg.jpg?v=1738326060,1,RARE- 3PC LAWN CHIKENKARI EMBROIDERED SHIRT WITH CHIFFON EMBROIDERED DUPATTA AND TROUSER-1219 Price in Pakistan.,false,RARE- 3PC LAWN CHIKENKARI EMBROIDERED SHIRT WITH CHIFFON EMBROIDERED DUPATTA AND TROUSER-1219 Price in Pakistan,"Discover the latest RARE- 3PC LAWN CHIKENKARI EMBROIDERED SHIRT WITH CHIFFON EMBROIDERED DUPATTA AND TROUSER-1219 for every occasion. Stylish, premium-quality Pakistani outfits available now!",,,,,,,,,,,,,,kg,,,true,,,true,,,active
maria-b-3pc-lawn-chikenkari-embroidered-shirt-with-chiffon-embroidered-dupatta-and-trouser-bic-2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/g.jpg?v=1738326060,2,RARE- 3PC LAWN CHIKENKARI EMBROIDERED SHIRT WITH CHIFFON EMBROIDERED DUPATTA AND TROUSER-1219 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
maria-b-3pc-lawn-chikenkari-embroidered-shirt-with-chiffon-embroidered-dupatta-and-trouser-bic-2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/LEVANA_7.jpg?v=1738326060,3,RARE- 3PC LAWN CHIKENKARI EMBROIDERED SHIRT WITH CHIFFON EMBROIDERED DUPATTA AND TROUSER-1219 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
maria-b-3pc-lawn-chikenkari-embroidered-shirt-with-chiffon-embroidered-dupatta-and-trouser-bic-2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/LEVANA_1.jpg?v=1738326061,4,RARE- 3PC LAWN CHIKENKARI EMBROIDERED SHIRT WITH CHIFFON EMBROIDERED DUPATTA AND TROUSER-1219 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
maria-b-3pc-lawn-chikenkari-embroidered-shirt-with-chiffon-embroidered-dupatta-and-trouser-bic-2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/levana_2_fa5de0a8-079a-4d85-b233-fe1fbc755c82.jpg?v=1738326061,5,RARE- 3PC LAWN CHIKENKARI EMBROIDERED SHIRT WITH CHIFFON EMBROIDERED DUPATTA AND TROUSER-1219 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
maria-b-3pc-lawn-chikenkari-embroidered-shirt-with-chiffon-embroidered-dupatta-and-trouser-bic-2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/levana_8_0ed3514c-295c-464a-8b12-b3747f569725.jpg?v=1738326061,6,RARE- 3PC LAWN CHIKENKARI EMBROIDERED SHIRT WITH CHIFFON EMBROIDERED DUPATTA AND TROUSER-1219 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
maria-b-3pc-lawn-chikenkari-embroidered-shirt-with-chiffon-embroidered-dupatta-and-trouser-bic-2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/levana_13.jpg?v=1738326061,7,RARE- 3PC LAWN CHIKENKARI EMBROIDERED SHIRT WITH CHIFFON EMBROIDERED DUPATTA AND TROUSER-1219 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
maria-b-3pc-lawn-chikenkari-embroidered-shirt-with-chiffon-embroidered-dupatta-and-trouser-bic-2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/levana_5_d59b47c7-c50d-4c55-bd20-367012f653e1.jpg?v=1738326061,8,RARE- 3PC LAWN CHIKENKARI EMBROIDERED SHIRT WITH CHIFFON EMBROIDERED DUPATTA AND TROUSER-1219 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-and-embroidered-trouser-rare-2846,Rare- 3Pc Lawn Embroidered Shirt With Diamond Print Dupatta And Embroidered Trouser-1249,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Lawn Embroidered Shirt</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Lawn Embroidered Sleevs</span></li>
<li data-mce-fragment=""1"">Diamond Print<span data-mce-fragment=""1""> </span>Dupatta</li>
<li data-mce-fragment=""1"">Lawn<span> </span><span data-mce-fragment=""1"">Embroidered</span><span> </span>Back </li>
<li data-mce-fragment=""1"">Lawn<span> </span><span data-mce-fragment=""1"">Embroidered </span>Trouser</li>
</ul>
<!----> This rare- 3pc lawn embroidered shirt with diamond print dupatta and embroidered trouser-1249 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Uncategorized,cloth,"3PC, AND, Designer Picks, DIAMOND, DUPATTA, EMBROIDERED, LAWN, Organza, PRINT, RARE-, Seasonal Favorites, SHIRT, TROUSER-1249, WITH",true,Title,Default Title,,,,,,,,,0.0,,-18,deny,manual,4299.00,7000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/KASHMIRKALI-D3_1800x1800_90b15002-1c80-4174-8420-5a6c87390b4e.jpg?v=1738326062,1,RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1249 Price in Pakistan.,false,RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1249 Price in Pakistan,"Discover the latest RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1249 for every occasion. Stylish, premium-quality Pakistani outfits available now!",,,,,,,,,,,,,,kg,,,true,,,true,,,active
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-and-embroidered-trouser-rare-2846,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/KASHMIRKALI-D3b_1800x1800_81110a72-62f5-4930-91c9-3fd20513fef7.jpg?v=1738326062,2,RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1249 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-and-embroidered-trouser-rare-2846,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/KASHMIRKALI-D3d_1800x1800_87720774-e5c9-4f77-b9f4-c0f2d9c5157f.jpg?v=1738326063,3,RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1249 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-and-embroidered-trouser-rare-2846,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/KASHMIRKALI-D3c_1800x1800_876f8b6d-d3c0-4fd2-8c21-027119e178c1.jpg?v=1738326063,4,RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1249 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-rare-2841,Rare- 3Pc Dhanak Embroidered Shirt With Diamond Print Dupatta-1260,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Lawn Embroidered Shirt</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Lawn Embroidered Sleevs</span></li>
<li data-mce-fragment=""1"">Diamond Print<span data-mce-fragment=""1""> </span>Dupatta</li>
<li data-mce-fragment=""1"">Lawn<span> </span><span data-mce-fragment=""1"">Embroidered</span><span> </span>Back </li>
<li data-mce-fragment=""1"">Lawn<span> </span><span data-mce-fragment=""1"">Embroidered </span>Trouser</li>
</ul>
<!----> This rare- 3pc dhanak embroidered shirt with diamond print dupatta-1260 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Uncategorized,cloth,"3PC, Brandsinn Design, DHANAK, DIAMOND, DUPATTA-1260, EMBROIDERED, Organza, PRINT, RARE-, SHIRT, Summer New Arrival, WITH",true,Title,Default Title,,,,,,,,,0.0,,-19,deny,manual,4299.00,9000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/SEHER-D1_1800x1800_c49a8e45-6924-4968-9220-93d6f5650e29.jpg?v=1738326064,1,RARE- 3PC DHANAK EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA-1260 Price in Pakistan.,false,RARE- 3PC DHANAK EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA-1260 Price in Pakistan,"Discover the latest RARE- 3PC DHANAK EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA-1260 for every occasion. Stylish, premium-quality Pakistani outfits available now!",,,,,,,,,,,,,,kg,,,true,,,true,,,active
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-rare-2841,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/SEHER-D1a_1800x1800_d0f43586-06f0-436d-8b71-7f4758981ff1.jpg?v=1738326064,2,RARE- 3PC DHANAK EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA-1260 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-rare-2841,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/SEHER-D1c_1800x1800_16ad1a4b-33db-4a88-a2c7-3ed3f5fd8795.jpg?v=1738326064,3,RARE- 3PC DHANAK EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA-1260 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-rare-2841,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/SEHER-D1b_1800x1800_d7676e33-b23f-4668-bed8-9c3a58cdf7cd.jpg?v=1738326064,4,RARE- 3PC DHANAK EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA-1260 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-rare-2841,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/SEHER-D1d_1800x1800_9e6f0b41-0bdf-4424-a4b9-10eb6e979c31.jpg?v=1738326064,5,RARE- 3PC DHANAK EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA-1260 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-and-embroidered-trouser-rare-2848,Rare 3Pc Lawn Embroidered Shirt With Diamond Print Dupatta And Embroidered Trouser 1251,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Lawn Embroidered Shirt</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Lawn Embroidered Sleevs</span></li>
<li data-mce-fragment=""1"">Diamond Print<span data-mce-fragment=""1""> </span>Dupatta</li>
<li data-mce-fragment=""1"">Lawn<span> </span><span data-mce-fragment=""1"">Embroidered</span><span> </span>Back </li>
<li data-mce-fragment=""1"">Lawn<span> </span><span data-mce-fragment=""1"">Embroidered</span><span></span>Trouser</li>
</ul>
<!----> This rare 3pc lawn embroidered shirt with diamond print dupatta and embroidered trouser 1251 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Apparel & Accessories > Clothing,cloth,"1251, 3PC, AND, Bridal & Beyond, DIAMOND, DUPATTA, EMBROIDERED, LAWN, Lawn Luxe 2025, Organza, PRINT, RARE, SHIRT, TROUSER, WITH",true,Title,Default Title,,,,,,,,,0.0,,-2,deny,manual,4199.00,12000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/GUL-D2_1800x1800_2aa04b57-38ee-4ce8-a275-cc0dc941490e.jpg?v=1738326065,1,RARE 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER 1251 Price in Pakistan.,false,RARE 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER 1251 Price in Pakistan,"Discover the latest RARE 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER 1251 for every occasion. Stylish, premium-quality Pakistani outfits available now!",1604,,,,,,,,,,,,,kg,,,true,,,true,,,active
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-and-embroidered-trouser-rare-2848,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/GUL-D2a_1800x1800_4d2b88f4-c247-40ee-b5b4-d50bd27c919b.jpg?v=1738326066,2,RARE 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER 1251 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-and-embroidered-trouser-rare-2848,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/GUL-D2b_1800x1800_cb8539a4-939f-4096-8a34-fba5733acec0.jpg?v=1738326066,3,RARE 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER 1251 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-and-embroidered-trouser-rare-2848,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/GUL-D2c_1800x1800_7f3e02ec-33a4-4ab6-8a2d-aee5bc5ba916.jpg?v=1738326066,4,RARE 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER 1251 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-and-embroidered-trouser-rare-2850,Rare- 3Pc Lawn Embroidered Shirt With Diamond Print Dupatta And Embroidered Trouser-1252,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Lawn Embroidered Shirt</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Lawn Embroidered Sleevs</span></li>
<li data-mce-fragment=""1"">Diamond Print<span data-mce-fragment=""1""> </span>Dupatta</li>
<li data-mce-fragment=""1"">Lawn<span> </span><span data-mce-fragment=""1"">Embroidered</span><span> </span>Back </li>
<li data-mce-fragment=""1"">Lawn<span> </span><span data-mce-fragment=""1"">Embroidered</span><span></span>Trouser</li>
</ul>
<!----> This rare- 3pc lawn embroidered shirt with diamond print dupatta and embroidered trouser-1252 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Apparel & Accessories > Clothing,cloth,"3PC, AND, Designer Picks, DIAMOND, DUPATTA, EMBROIDERED, LAWN, PRINT, RARE-, Seasonal Favorites, SHIRT, Summer New Arrival, TROUSER-1252, WITH",true,Title,Default Title,,,,,,,,,0.0,,-2,deny,manual,4199.00,12000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/IVORY-D10_1800x1800_77d9e0d0-615e-42f8-be1d-cb0de09b4611.jpg?v=1738326067,1,RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1252 Price in Pakistan.,false,RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1252 Price in Pakistan,"Discover the latest RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1252 for every occasion. Stylish, premium-quality Pakistani outfits available now!",1604,,,,,,,,,,,,,kg,,,true,,,true,,,active
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-and-embroidered-trouser-rare-2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/IVORY-D10a_1800x1800_ebce617c-4eaf-4306-a70b-e178858cf87d.jpg?v=1738326067,2,RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1252 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-and-embroidered-trouser-rare-2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/IVORY-D10b_1800x1800_37eda8ad-31b1-47a7-8a6c-2e08e9762ced.jpg?v=1738326067,3,RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1252 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-and-embroidered-trouser-rare-2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/IVORY-D10d_1800x1800_87a02239-ca93-44f1-9e47-83c049105960.jpg?v=1738326067,4,RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1252 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
maria-b-3pc-lawn-embroidered-shirt-with-organza-embroidered-dupatta-and-trouser-rare-2838,Rare 3Pc Lawn Embroidered Shirt With Organza Embroidered Dupatta And Trouser-1220,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Lawn Embroidered Shirt</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Lawn Embroidered Sleevs</span></li>
<li data-mce-fragment=""1"">Diamond Print<span data-mce-fragment=""1""> </span>Dupatta</li>
<li data-mce-fragment=""1"">Lawn<span> </span><span data-mce-fragment=""1"">Embroidered</span><span> </span>Back </li>
<li data-mce-fragment=""1"">Lawn<span> </span><span data-mce-fragment=""1"">Embroidered</span><span></span>Trouser</li>
</ul>
<!----> This rare 3pc lawn embroidered shirt with organza embroidered dupatta and trouser-1220 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Uncategorized,cloth,"3PC, AND, Bridal & Beyond, Designer Picks, DUPATTA, EMBROIDERED, LAWN, ORGANZA, RARE, SHIRT, Summer New Arrival, TROUSER-1220, WITH",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,3999.00,11000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/WhatsAppImage2024-05-27at3.36.06PM.jpg?v=1738326069,1,RARE 3PC LAWN EMBROIDERED SHIRT WITH ORGANZA EMBROIDERED DUPATTA AND TROUSER-1220 Price in Pakistan.,false,RARE 3PC LAWN EMBROIDERED SHIRT WITH ORGANZA EMBROIDERED DUPATTA AND TROUSER-1220 Price in Pakistan,"Discover the latest RARE 3PC LAWN EMBROIDERED SHIRT WITH ORGANZA EMBROIDERED DUPATTA AND TROUSER-1220 for every occasion. Stylish, premium-quality Pakistani outfits available now!",,,,,,,,,,,,,,kg,,,true,,,true,,,active
maria-b-3pc-lawn-embroidered-shirt-with-organza-embroidered-dupatta-and-trouser-rare-2838,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/WhatsAppImage2024-05-27at3.36.07PM_1.jpg?v=1738326069,2,RARE 3PC LAWN EMBROIDERED SHIRT WITH ORGANZA EMBROIDERED DUPATTA AND TROUSER-1220 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
maria-b-3pc-lawn-embroidered-shirt-with-organza-embroidered-dupatta-and-trouser-rare-2838,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/WhatsAppImage2024-05-27at3.36.07PM.jpg?v=1738326069,3,RARE 3PC LAWN EMBROIDERED SHIRT WITH ORGANZA EMBROIDERED DUPATTA AND TROUSER-1220 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
maria-b-3pc-lawn-embroidered-shirt-with-organza-embroidered-dupatta-and-trouser-rare-2838,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/WhatsAppImage2024-05-27at3.36.07PM_2.jpg?v=1738326069,4,RARE 3PC LAWN EMBROIDERED SHIRT WITH ORGANZA EMBROIDERED DUPATTA AND TROUSER-1220 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-and-embroidered-trouser-rare-2847,Rare- 3Pc Lawn Embroidered Shirt With Diamond Print Dupatta And Embroidered Trouser-1250,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Lawn Embroidered Shirt</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Lawn Embroidered Sleevs</span></li>
<li data-mce-fragment=""1"">Diamond Print<span data-mce-fragment=""1""> </span>Dupatta</li>
<li data-mce-fragment=""1"">Lawn<span> </span><span data-mce-fragment=""1"">Embroidered</span><span> </span>Back </li>
<li data-mce-fragment=""1"">Lawn<span> </span><span data-mce-fragment=""1"">Embroidered</span><span></span>Trouser</li>
</ul>
<!----> This rare- 3pc lawn embroidered shirt with diamond print dupatta and embroidered trouser-1250 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Apparel & Accessories > Clothing,cloth,"3PC, AND, Brandsinn Design, DIAMOND, DUPATTA, EMBROIDERED, LAWN, PRINT, RARE-, Seasonal Favorites, SHIRT, Summer New Arrival, TROUSER-1250, WITH",true,Title,Default Title,,,,,,,,,0.0,,-5,deny,manual,3999.00,12000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/TAJ-D6_1800x1800_c945916d-4568-4880-a0dc-9e4227a29c55.jpg?v=1738326070,1,RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1250 Price in Pakistan.,false,RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1250 Price in Pakistan,"Discover the latest RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1250 for every occasion. Stylish, premium-quality Pakistani outfits available now!",1604,,,,,,,,,,,,,kg,,,true,,,true,,,active
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-and-embroidered-trouser-rare-2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/TAJ-D6a_1800x1800_798d77e2-e2bc-4782-a586-7b8980233eb6.jpg?v=1738326070,2,RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1250 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-and-embroidered-trouser-rare-2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/TAJ-D6c_1800x1800_22527697-29a4-42ac-92a9-307bc2fcd4cd.jpg?v=1738326070,3,RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1250 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
zahra-shahjahan-3pc-lawn-embroidered-shirt-with-diamond-print-dupatta-and-embroidered-trouser-rare-2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/TAJ-D6d_1800x1800_e627c79c-8969-460d-a938-2c2dc9de5130.jpg?v=1738326071,4,RARE- 3PC LAWN EMBROIDERED SHIRT WITH DIAMOND PRINT DUPATTA AND EMBROIDERED TROUSER-1250 Price in Pakistan.,,,,,,,,,,,,,,,,,,,,,,,,,,
